Laureijs, et al. 1987 (L1642)
wave, albedo, delta,   g, delta
3450.0  0.45  0.25  -1.0  0.0
3850.0  0.39  0.23  -1.0  0.0
4150.0  0.48  0.22  -1.0  0.0
4700.0  0.45  0.21  -1.0  0.0
5500.0  0.52  0.21  -1.0  0.0
