Lewis et al. 2007 (Sco OB2)
wave, albedo, delta,   g, delta
1769.0 0.59   0.07   -1.0  0.00
1362.0 0.54   0.06   -1.0  0.00
1261.0 0.66   0.06   -1.0  0.00
1106.0 0.31   0.07   -1.0  0.00
 973.0 0.29   0.13   -1.0  0.00
