# wave A(l)/A(V) unc
0.09199999999999997 6.130568301067063 0.06130568301067063
0.09474547805176656 5.719941867413974 0.05719941867413974
0.09757288707888888 5.349876545525296 0.053498765455252964
0.10048467207804745 5.016544683743152 0.05016544683743152
0.10348335100988702 4.716475274654454 0.04716475274654454
0.10657151697641855 4.446523390036882 0.04446523390036882
0.10975184046339928 4.203842638027271 0.04203842638027271
0.11302707164963025 3.9858604940924947 0.03985860494092495
0.11640004278516837 3.7902564134375076 0.03790256413437508
0.11987367064050937 3.6149427028441794 0.036149427028441795
0.1234509590288595 3.4580482229187663 0.034580482229187665
0.12713500140367762 3.3179051202769596 0.033179051202769594
0.1309289835337332 3.1930389737539877 0.03193038973753988
0.13483618625799373 3.082163012020235 0.03082163012020235
0.1388599883227245 2.984177475020302 0.029841774750203023
0.1430038693032528 2.898175835018416 0.02898175835018416
0.14727141261292426 2.8234606065604355 0.028234606065604354
0.15166630860185298 2.759573089014604 0.027595730890146043
0.15619235774814474 2.7063439652522443 0.027063439652522444
0.16085347394435348 2.663975759157292 0.02663975759157292
0.1656536878820125 2.6331743484343795 0.026331743484343795
0.17059715053716745 2.6152663281451645 0.026152663281451646
0.17568813675992517 2.610374459930183 0.026103744599301832
0.18093104897112236 2.6217308174438707 0.026217308174438708
0.1863304209693106 2.655629163518048 0.026556291635180477
0.19189092185135048 2.7203278861541995 0.027203278861541995
0.1976173600500042 2.8238309798385934 0.028238309798385933
0.20351468749201865 2.964527196835334 0.029645271968353343
0.20958800388029555 3.1092773326458603 0.031092773326458604
0.215842561103849 3.178394786799124 0.03178394786799124
0.22228376777936748 3.101411246198836 0.03101411246198836
0.2289171939283048 2.906439935666305 0.02906439935666305
0.2357485757935456 2.6813939376719436 0.026813939376719435
0.2427838207998109 2.4828873593134144 0.024828873593134144
0.25002901266209254 2.324411658891335 0.023244116588913347
0.25749041664653427 2.200679276690858 0.02200679276690858
0.26517448498830914 2.1029303442306237 0.02102930344230624
0.2730878624711778 2.023785346293337 0.02023785346293337
0.2812373921735523 1.9579189679284423 0.019579189679284424
0.28963012138603667 1.9016639721856863 0.019016639721856864
0.29827330770555677 1.8525155866668492 0.018525155866668492
0.3071744253113549 1.8047650930861572 0.018047650930861574
0.3163411714282716 1.749572196370566 0.01749572196370566
0.3257814729829069 1.6915014405740054 0.016915014405740055
0.33550349345841507 1.6446380594258396 0.016446380594258396
0.3455156399538617 1.6009990656368018 0.016009990656368017
0.3558265704542466 1.5582132081209572 0.015582132081209572
0.3664452013174803 1.5163300879334363 0.015163300879334363
0.37738071498478826 1.475512720982497 0.01475512720982497
0.38864256792120905 1.4361434309825392 0.014361434309825392
0.4002404987930555 1.3990730910723979 0.013990730910723979
0.4121845368894081 1.3660775874873887 0.013660775874873887
0.4244850107949238 1.339093912049101 0.01339093912049101
0.4371525573214603 1.3099572119563796 0.013099572119563797
0.4501981307062396 1.264476536765262 0.012644765367652619
0.46363301208450386 1.219777574222437 0.012197775742224371
0.4774688192448565 1.1863131667761797 0.011863131667761798
0.4917175166757223 1.148699633658424 0.01148699633658424
0.5063914259116175 1.0980896799419944 0.010980896799419944
0.5215032361881732 1.0530665786467934 0.010530665786467934
0.5370660154151283 1.0135632547924212 0.010135632547924212
0.55309322147678 0.9771734656044869 0.00977173465604487
0.5695987138696644 0.9430466679383871 0.00943046667938387
0.58659676568753 0.9110892357235494 0.009110892357235494
0.6041020759639688 0.8811793299242664 0.008811793299242664
0.6221297823833786 0.8515885899374921 0.00851588589937492
0.640695474371247 0.8188425418739212 0.008188425418739213
0.6598152065750776 0.7832836097956338 0.007832836097956338
0.6795055127476178 0.7483148869492213 0.007483148869492214
0.6997834200443893 0.7152208454655657 0.007152208454655658
0.7206664637478897 0.6838145633106276 0.006838145633106276
0.7421727024311946 0.6537274940402136 0.0065372749404021355
0.7643207335740764 0.6247027495654043 0.006247027495654043
0.7871297096451391 0.5965850422766696 0.005965850422766697
0.8106193546638795 0.5692808121295275 0.005692808121295276
0.8348099812569976 0.5427313023016269 0.005427313023016269
0.8597225082237012 0.5168973140261598 0.005168973140261598
0.8853784786252001 0.49175082146895943 0.004917508214689594
0.9118000784140258 0.46709807057538605 0.004670980705753861
0.9390101556192949 0.4419397762561523 0.004419397762561523
0.9670322401044977 0.4169431968602437 0.004169431968602437
0.9958905639149062 0.39310034532306937 0.003931003453230694
1.025610082232187 0.3712196088581393 0.003712196088581393
1.0562164949543493 0.3517127898396697 0.003517127898396697
1.0877362689196863 0.3343596561257134 0.003343596561257134
1.1201966607939193 0.3182086515609878 0.0031820865156098783
1.1536257406403534 0.3028293610684483 0.0030282936106844835
1.1880524161934083 0.2881933967500162 0.002881933967500162
1.2235064578565302 0.2742648343334866 0.002742648343334866
1.260018524446093 0.26100948601891594 0.0026100948601891594
1.2976201897035504 0.2483948165747544 0.002483948165747544
1.3363439695987704 0.23638986349212784 0.0023638986349212784
1.3762233504481625 0.22496516100156144 0.0022496516100156145
1.4172928178719026 0.2140926677659577 0.002140926677659577
1.459587886615312 0.20374569807272183 0.002037456980727218
1.5031451312601678 0.1938988563565781 0.001938988563565781
1.5480022178525004 0.18452797489288075 0.0018452797489288077
1.5941979364742391 0.1756100545090815 0.001756100545090815
1.6417722347868655 0.16712320816954773 0.0016712320816954773
1.6907662525760725 0.15904660729609715 0.0015904660729609715
1.741222357327325 0.1513604306934852 0.001513604306934852
1.7931841808630584 0.14404581595566612 0.0014404581595566612
1.846696657073216 0.13708481323495333 0.0013708481323495333
1.901806060771751 0.13046034126227654 0.0013046034126227655
