#WAVE       SPEC        ERROR
3.88380e+02 3.56057e-01 3.56057e-02
3.91650e+02 3.48486e-01 3.48486e-02
3.94948e+02 3.41030e-01 3.41030e-02
3.98274e+02 3.33688e-01 3.33688e-02
4.01627e+02 3.26459e-01 3.26459e-02
4.05009e+02 3.19345e-01 3.19345e-02
4.08420e+02 3.12346e-01 3.12346e-02
4.11859e+02 3.05461e-01 3.05461e-02
4.15327e+02 2.98688e-01 2.98688e-02
4.18824e+02 2.92030e-01 2.92030e-02
4.22351e+02 2.85484e-01 2.85484e-02
4.25907e+02 2.79051e-01 2.79051e-02
4.29493e+02 2.72731e-01 2.72731e-02
4.33110e+02 2.66521e-01 2.66521e-02
4.36757e+02 2.60422e-01 2.60422e-02
4.40434e+02 2.54433e-01 2.54433e-02
4.44143e+02 2.48554e-01 2.48554e-02
4.47883e+02 2.42783e-01 2.42783e-02
4.51654e+02 2.37120e-01 2.37120e-02
4.55457e+02 2.31564e-01 2.31564e-02
4.59292e+02 2.26113e-01 2.26113e-02
4.63160e+02 2.20768e-01 2.20768e-02
4.67060e+02 2.15528e-01 2.15528e-02
4.70993e+02 2.10389e-01 2.10389e-02
4.74958e+02 2.05351e-01 2.05351e-02
4.78958e+02 2.00417e-01 2.00417e-02
4.82991e+02 1.95579e-01 1.95579e-02
4.87058e+02 1.90841e-01 1.90841e-02
4.91159e+02 1.86201e-01 1.86201e-02
4.95295e+02 1.81656e-01 1.81656e-02
4.99465e+02 1.77206e-01 1.77206e-02
5.03671e+02 1.72850e-01 1.72850e-02
5.07912e+02 1.68587e-01 1.68587e-02
5.12189e+02 1.64415e-01 1.64415e-02
5.16502e+02 1.60332e-01 1.60332e-02
5.20851e+02 1.56338e-01 1.56338e-02
5.25237e+02 1.52431e-01 1.52431e-02
5.29659e+02 1.48609e-01 1.48609e-02
5.34119e+02 1.44873e-01 1.44873e-02
5.38617e+02 1.41220e-01 1.41220e-02
5.43152e+02 1.37648e-01 1.37648e-02
5.47726e+02 1.34158e-01 1.34158e-02
5.52338e+02 1.30746e-01 1.30746e-02
5.56989e+02 1.27413e-01 1.27413e-02
5.61679e+02 1.24156e-01 1.24156e-02
5.66408e+02 1.20975e-01 1.20975e-02
5.71178e+02 1.17867e-01 1.17867e-02
5.75987e+02 1.14832e-01 1.14832e-02
5.80837e+02 1.11869e-01 1.11869e-02
5.85728e+02 1.08976e-01 1.08976e-02
5.90660e+02 1.06151e-01 1.06151e-02
5.95634e+02 1.03394e-01 1.03394e-02
6.00649e+02 1.00703e-01 1.00703e-02
6.05707e+02 9.80769e-02 9.80769e-03
6.10807e+02 9.55144e-02 9.55144e-03
6.15950e+02 9.30145e-02 9.30145e-03
6.21137e+02 9.05758e-02 9.05758e-03
6.26367e+02 8.81969e-02 8.81969e-03
6.31641e+02 8.58767e-02 8.58767e-03
6.36960e+02 8.36140e-02 8.36140e-03
6.42323e+02 8.14078e-02 8.14078e-03
6.47732e+02 7.92567e-02 7.92567e-03
6.53186e+02 7.71594e-02 7.71594e-03
6.58686e+02 7.51152e-02 7.51152e-03
6.64233e+02 7.31224e-02 7.31224e-03
6.69826e+02 7.11803e-02 7.11803e-03
6.75466e+02 6.92877e-02 6.92877e-03
6.81154e+02 6.74437e-02 6.74437e-03
6.86889e+02 6.56465e-02 6.56465e-03
6.92673e+02 6.38960e-02 6.38960e-03
6.98506e+02 6.21905e-02 6.21905e-03
7.04387e+02 6.05292e-02 6.05292e-03
7.10318e+02 5.89112e-02 5.89112e-03
7.16300e+02 5.73353e-02 5.73353e-03
7.22331e+02 5.58006e-02 5.58006e-03
7.28413e+02 5.43060e-02 5.43060e-03
7.34547e+02 5.28510e-02 5.28510e-03
7.40732e+02 5.14342e-02 5.14342e-03
7.46969e+02 5.00549e-02 5.00549e-03
7.53259e+02 4.87121e-02 4.87121e-03
7.59602e+02 4.74051e-02 4.74051e-03
7.65998e+02 4.61327e-02 4.61327e-03
7.72448e+02 4.48946e-02 4.48946e-03
7.78952e+02 4.36894e-02 4.36894e-03
7.85511e+02 4.25167e-02 4.25167e-03
7.92126e+02 4.13755e-02 4.13755e-03
7.98796e+02 4.02651e-02 4.02651e-03
8.05522e+02 3.91846e-02 3.91846e-03
8.12305e+02 3.81332e-02 3.81332e-03
8.19144e+02 3.71105e-02 3.71105e-03
8.26042e+02 3.61156e-02 3.61156e-03
8.32998e+02 3.51477e-02 3.51477e-03
8.40012e+02 3.42063e-02 3.42063e-03
8.47085e+02 3.32903e-02 3.32903e-03
8.54218e+02 3.23998e-02 3.23998e-03
8.61411e+02 3.15334e-02 3.15334e-03
8.68664e+02 3.06906e-02 3.06906e-03
8.75978e+02 2.98711e-02 2.98711e-03
8.83354e+02 2.90737e-02 2.90737e-03
8.90793e+02 2.82981e-02 2.82981e-03
8.98293e+02 2.75437e-02 2.75437e-03
9.05857e+02 2.68098e-02 2.68098e-03
9.13485e+02 2.60959e-02 2.60959e-03
9.21177e+02 2.54015e-02 2.54015e-03
9.28934e+02 2.47259e-02 2.47259e-03
9.36756e+02 2.40687e-02 2.40687e-03
9.44643e+02 2.34292e-02 2.34292e-03
9.52598e+02 2.28072e-02 2.28072e-03
9.60619e+02 2.22020e-02 2.22020e-03
9.68708e+02 2.16132e-02 2.16132e-03
9.76865e+02 2.10403e-02 2.10403e-03
9.85090e+02 2.04829e-02 2.04829e-03
9.93385e+02 1.99406e-02 1.99406e-03
1.00175e+03 1.94130e-02 1.94130e-03
1.01018e+03 1.88995e-02 1.88995e-03
1.01869e+03 1.84000e-02 1.84000e-03
1.02727e+03 1.79139e-02 1.79139e-03
1.03592e+03 1.74410e-02 1.74410e-03
1.04464e+03 1.69807e-02 1.69807e-03
1.05344e+03 1.65329e-02 1.65329e-03
1.06231e+03 1.60970e-02 1.60970e-03
1.07125e+03 1.56728e-02 1.56728e-03
1.08027e+03 1.52601e-02 1.52601e-03
1.08937e+03 1.48585e-02 1.48585e-03
1.09854e+03 1.44676e-02 1.44676e-03
1.10779e+03 1.40872e-02 1.40872e-03
1.11712e+03 1.37170e-02 1.37170e-03
1.12653e+03 1.33568e-02 1.33568e-03
1.13601e+03 1.30061e-02 1.30061e-03
1.14558e+03 1.26648e-02 1.26648e-03
1.15523e+03 1.23327e-02 1.23327e-03
1.16495e+03 1.20093e-02 1.20093e-03
1.17476e+03 1.16947e-02 1.16947e-03
1.18465e+03 1.13884e-02 1.13884e-03
1.19463e+03 1.10903e-02 1.10903e-03
1.20469e+03 1.08002e-02 1.08002e-03
1.21483e+03 1.05177e-02 1.05177e-03
1.22506e+03 1.02428e-02 1.02428e-03
1.23538e+03 9.97522e-03 9.97522e-04
1.24578e+03 9.71471e-03 9.71471e-04
1.25627e+03 9.46111e-03 9.46111e-04
1.26685e+03 9.21430e-03 9.21430e-04
1.27751e+03 8.97395e-03 8.97395e-04
1.28827e+03 8.74004e-03 8.74004e-04
1.29912e+03 8.51231e-03 8.51231e-04
1.31006e+03 8.29064e-03 8.29064e-04
1.32109e+03 8.07480e-03 8.07480e-04
1.33221e+03 7.86468e-03 7.86468e-04
1.34343e+03 7.66012e-03 7.66012e-04
1.35474e+03 7.46097e-03 7.46097e-04
1.36615e+03 7.26707e-03 7.26707e-04
1.37766e+03 7.07831e-03 7.07831e-04
1.38926e+03 6.89453e-03 6.89453e-04
1.40095e+03 6.71552e-03 6.71552e-04
1.41275e+03 6.54132e-03 6.54132e-04
1.42465e+03 6.37169e-03 6.37169e-04
1.43664e+03 6.20651e-03 6.20651e-04
1.44874e+03 6.04567e-03 6.04567e-04
1.46094e+03 5.88908e-03 5.88908e-04
1.47324e+03 5.73659e-03 5.73659e-04
1.48564e+03 5.58809e-03 5.58809e-04
1.49815e+03 5.44350e-03 5.44350e-04
1.51077e+03 5.30274e-03 5.30274e-04
1.52349e+03 5.16561e-03 5.16561e-04
1.53632e+03 5.03214e-03 5.03214e-04
1.54926e+03 4.90215e-03 4.90215e-04
1.56230e+03 4.77554e-03 4.77554e-04
1.57546e+03 4.65226e-03 4.65226e-04
1.58872e+03 4.53219e-03 4.53219e-04
1.60210e+03 4.41528e-03 4.41528e-04
1.61559e+03 4.30142e-03 4.30142e-04
1.62919e+03 4.19052e-03 4.19052e-04
1.64291e+03 4.08254e-03 4.08254e-04
1.65675e+03 3.97738e-03 3.97738e-04
1.67070e+03 3.87495e-03 3.87495e-04
1.68476e+03 3.77517e-03 3.77517e-04
1.69895e+03 3.67802e-03 3.67802e-04
1.71326e+03 3.58340e-03 3.58340e-04
1.72768e+03 3.49123e-03 3.49123e-04
1.74223e+03 3.40147e-03 3.40147e-04
1.75690e+03 3.31404e-03 3.31404e-04
1.77169e+03 3.22888e-03 3.22888e-04
1.78661e+03 3.14594e-03 3.14594e-04
1.80166e+03 3.06516e-03 3.06516e-04
1.81683e+03 2.98648e-03 2.98648e-04
1.83213e+03 2.90984e-03 2.90984e-04
1.84755e+03 2.83517e-03 2.83517e-04
1.86311e+03 2.76245e-03 2.76245e-04
1.87880e+03 2.69162e-03 2.69162e-04
1.89462e+03 2.62262e-03 2.62262e-04
1.91057e+03 2.55540e-03 2.55540e-04
1.92666e+03 2.48993e-03 2.48993e-04
1.94288e+03 2.42615e-03 2.42615e-04
1.95924e+03 2.36403e-03 2.36403e-04
1.97574e+03 2.30351e-03 2.30351e-04
1.99238e+03 2.24456e-03 2.24456e-04
2.00915e+03 2.18712e-03 2.18712e-04
2.02607e+03 2.13117e-03 2.13117e-04
2.04313e+03 2.07667e-03 2.07667e-04
2.06034e+03 2.02358e-03 2.02358e-04
2.07768e+03 1.97184e-03 1.97184e-04
2.09518e+03 1.92145e-03 1.92145e-04
2.11282e+03 1.87236e-03 1.87236e-04
2.13061e+03 1.82452e-03 1.82452e-04
2.14855e+03 1.77793e-03 1.77793e-04
2.16664e+03 1.73253e-03 1.73253e-04
2.18489e+03 1.68831e-03 1.68831e-04
2.20329e+03 1.64522e-03 1.64522e-04
2.22184e+03 1.60324e-03 1.60324e-04
2.24055e+03 1.56233e-03 1.56233e-04
2.25941e+03 1.52248e-03 1.52248e-04
2.27844e+03 1.48366e-03 1.48366e-04
2.29762e+03 1.44583e-03 1.44583e-04
2.31697e+03 1.40897e-03 1.40897e-04
2.33648e+03 1.37306e-03 1.37306e-04
2.35615e+03 1.33807e-03 1.33807e-04
2.37599e+03 1.30397e-03 1.30397e-04
2.39600e+03 1.27076e-03 1.27076e-04
2.41618e+03 1.23840e-03 1.23840e-04
2.43652e+03 1.20686e-03 1.20686e-04
2.45704e+03 1.17613e-03 1.17613e-04
2.47773e+03 1.14619e-03 1.14619e-04
2.49859e+03 1.11702e-03 1.11702e-04
2.51963e+03 1.08859e-03 1.08859e-04
2.54085e+03 1.06090e-03 1.06090e-04
2.56224e+03 1.03390e-03 1.03390e-04
2.58382e+03 1.00760e-03 1.00760e-04
2.60557e+03 9.81972e-04 9.81972e-05
2.62751e+03 9.56997e-04 9.56997e-05
2.64964e+03 9.32665e-04 9.32665e-05
2.67195e+03 9.08949e-04 9.08949e-05
2.69445e+03 8.85841e-04 8.85841e-05
2.71713e+03 8.63321e-04 8.63321e-05
2.74001e+03 8.41379e-04 8.41379e-05
2.76309e+03 8.19998e-04 8.19998e-05
2.78635e+03 7.99160e-04 7.99160e-05
2.80981e+03 7.78853e-04 7.78853e-05
2.83347e+03 7.59066e-04 7.59066e-05
2.85733e+03 7.39783e-04 7.39783e-05
2.88139e+03 7.20991e-04 7.20991e-05
2.90566e+03 7.02681e-04 7.02681e-05
2.93012e+03 6.84833e-04 6.84833e-05
2.95479e+03 6.67441e-04 6.67441e-05
2.97968e+03 6.50494e-04 6.50494e-05
3.00477e+03 6.33976e-04 6.33976e-05
3.03007e+03 6.17879e-04 6.17879e-05
3.05558e+03 6.02192e-04 6.02192e-05
3.08131e+03 5.86904e-04 5.86904e-05
3.10726e+03 5.72005e-04 5.72005e-05
3.13342e+03 5.57485e-04 5.57485e-05
3.15980e+03 5.43333e-04 5.43333e-05
3.18641e+03 5.29542e-04 5.29542e-05
3.21324e+03 5.16102e-04 5.16102e-05
3.24030e+03 5.03007e-04 5.03007e-05
3.26758e+03 4.90249e-04 4.90249e-05
3.29510e+03 4.77824e-04 4.77824e-05
3.32284e+03 4.65722e-04 4.65722e-05
3.35082e+03 4.53944e-04 4.53944e-05
3.37904e+03 4.42478e-04 4.42478e-05
3.40749e+03 4.31319e-04 4.31319e-05
3.43618e+03 4.20461e-04 4.20461e-05
3.46512e+03 4.09899e-04 4.09899e-05
3.49430e+03 3.99626e-04 3.99626e-05
3.52372e+03 3.89635e-04 3.89635e-05
3.55339e+03 3.79920e-04 3.79920e-05
3.58331e+03 3.70476e-04 3.70476e-05
3.61348e+03 3.61297e-04 3.61297e-05
3.64391e+03 3.52375e-04 3.52375e-05
3.67459e+03 3.43707e-04 3.43707e-05
3.70553e+03 3.35285e-04 3.35285e-05
3.73674e+03 3.27105e-04 3.27105e-05
3.76820e+03 3.19159e-04 3.19159e-05
3.79993e+03 3.11442e-04 3.11442e-05
3.83193e+03 3.03951e-04 3.03951e-05
3.86419e+03 2.96676e-04 2.96676e-05
3.89673e+03 2.89616e-04 2.89616e-05
3.92954e+03 2.82764e-04 2.82764e-05
3.96263e+03 2.76113e-04 2.76113e-05
3.99600e+03 2.69661e-04 2.69661e-05
4.02965e+03 2.63400e-04 2.63400e-05
4.06358e+03 2.57328e-04 2.57328e-05
4.09780e+03 2.51437e-04 2.51437e-05
4.13230e+03 2.45725e-04 2.45725e-05
4.16710e+03 2.40187e-04 2.40187e-05
4.20218e+03 2.34816e-04 2.34816e-05
4.23757e+03 2.29612e-04 2.29612e-05
4.27325e+03 2.24567e-04 2.24567e-05
4.30923e+03 2.19677e-04 2.19677e-05
4.34552e+03 2.14939e-04 2.14939e-05
4.38211e+03 2.10349e-04 2.10349e-05
4.41901e+03 2.05903e-04 2.05903e-05
4.45622e+03 2.01598e-04 2.01598e-05
4.49374e+03 1.97428e-04 1.97428e-05
4.53158e+03 1.93391e-04 1.93391e-05
4.56974e+03 1.89483e-04 1.89483e-05
4.60822e+03 1.85700e-04 1.85700e-05
4.64702e+03 1.82040e-04 1.82040e-05
4.68615e+03 1.78500e-04 1.78500e-05
4.72561e+03 1.75074e-04 1.75074e-05
4.76540e+03 1.71764e-04 1.71764e-05
4.80553e+03 1.68562e-04 1.68562e-05
4.84599e+03 1.65466e-04 1.65466e-05
4.88679e+03 1.62476e-04 1.62476e-05
4.92794e+03 1.59588e-04 1.59588e-05
4.96944e+03 1.56798e-04 1.56798e-05
