Morgan 1990 (alf Ori)
wave, albedo, delta,   g, delta
2740.0  0.52  0.16  -1.0  0.0
2350.0  0.28  0.04  -1.0  0.0
1950.0  0.24  0.06  -1.0  0.0
1550.0  0.30  0.03  -1.0  0.0
