Mathis et al 1981 (Orion)
wave, albedo, delta,   g, delta
1300.0  0.43  0.13  0.60  0.18
1490.0  0.43  0.13  0.53  0.16
1760.0  0.47  0.14  0.25  0.22
2000.0  0.42  0.13  0.40  0.20
2175.0  0.43  0.13  0.36  0.23
2370.0  0.49  0.15  0.29  0.29
2510.0  0.51  0.15  0.29  0.29
3000.0  0.32  0.10  0.57  0.07
