Shalima et al. 2006 (Orion)
wave, albedo, delta,   g, delta
912     0.30    0.10  -1.0  0.0
935     0.36    0.13  -1.0  0.0
940     0.40    0.14  -1.0  0.0
955     0.41    0.14  -1.0  0.0
975     0.36    0.12  -1.0  0.0
995     0.48    0.17  -1.0  0.0
1020    0.50    0.20  -1.0  0.0
